,Artist,Track Name,Region,Streams,Max_rank
0,#TocoParaVos,Bailemos juntos,uy,1005,197
1,#TocoParaVos,Enganchado #TocoParaVos - Cumbia Mix,ar,39733,162
2,#TocoParaVos,Enganchado #TocoParaVos - Cumbia Mix,uy,31734,127
3,#TocoParaVos,Hasta la luna,ar,2143184,67
4,#TocoParaVos,Hasta la luna,uy,218195,60
5,#TocoParaVos,Me provoca (Noche loca),uy,74753,42
6,#TocoParaVos,Su fiel admirador,uy,1026,191
7,#TocoParaVos,Sólo necesito,ar,14397,196
8,#TocoParaVos,Sólo necesito,uy,2530,114
9,#TocoParaVos,Tan infinito,uy,82590,70
10,#TocoParaVos,Tengo un vicio,uy,343298,33
11,#TocoParaVos,Tu beso y tu piel (feat. Gustas Mio),ar,13425,191
12,#TocoParaVos,Tu beso y tu piel (feat. Gustas Mio),uy,31347,84
13,#TocoParaVos,Uh amor (feat. Lionel Ferro),ar,13659,186
14,#TocoParaVos,Uh amor (feat. Lionel Ferro),uy,209867,54
15,#TocoParaVos,Una historia,ar,32446,117
16,#TocoParaVos,Una historia,uy,12852,76
17,#TocoParaVos,Vale la pena,ar,50993,181
18,#TocoParaVos,Vale la pena,uy,168696,63
19,$uicideBoy$,Paris,fi,17598,164
20,$uicideBoy$,South Side Suicide (feat. Pouya),fi,26660,159
21,*NSYNC,Bye Bye Bye,gb,40381,177
22,*NSYNC,"Merry Christmas, Happy Holidays",at,167900,15
23,*NSYNC,"Merry Christmas, Happy Holidays",au,89263,136
24,*NSYNC,"Merry Christmas, Happy Holidays",be,25890,88
25,*NSYNC,"Merry Christmas, Happy Holidays",ca,148178,108
26,*NSYNC,"Merry Christmas, Happy Holidays",ch,118755,16
27,*NSYNC,"Merry Christmas, Happy Holidays",cz,7169,143
28,*NSYNC,"Merry Christmas, Happy Holidays",de,2324093,14
29,*NSYNC,"Merry Christmas, Happy Holidays",dk,34675,121
30,*NSYNC,"Merry Christmas, Happy Holidays",es,27258,192
31,*NSYNC,"Merry Christmas, Happy Holidays",gb,76218,175
32,*NSYNC,"Merry Christmas, Happy Holidays",global,2985809,74
33,*NSYNC,"Merry Christmas, Happy Holidays",gr,2130,104
34,*NSYNC,"Merry Christmas, Happy Holidays",hk,5020,124
35,*NSYNC,"Merry Christmas, Happy Holidays",hu,20588,99
36,*NSYNC,"Merry Christmas, Happy Holidays",it,114623,65
37,*NSYNC,"Merry Christmas, Happy Holidays",lv,1016,146
38,*NSYNC,"Merry Christmas, Happy Holidays",nl,144729,82
39,*NSYNC,"Merry Christmas, Happy Holidays",nz,12018,141
40,*NSYNC,"Merry Christmas, Happy Holidays",pt,2986,198
41,*NSYNC,"Merry Christmas, Happy Holidays",sg,10304,160
42,*NSYNC,"Merry Christmas, Happy Holidays",us,1081292,105
43,*NSYNC,This I Promise You,my,3867,171
44,*NSYNC,This I Promise You,ph,40039,160
45,-M-,Douce Nuit,fr,43037,147
46,070 Shake,Honey,no,31035,166
47,100%,Sketch U,tw,2465,188
48,101Barz,Zomersessie,nl,58163,170
49,101Barz,Zomersessie (feat. 3robi),nl,23106,138
50,10cm,Everything,tw,2750,182
51,10cm,My eyes,hk,10008,172
52,10cm,My eyes,id,10164,176
53,10cm,My eyes,my,74924,117
54,10cm,My eyes,sg,75688,131
55,10cm,My eyes,tw,73610,128
56,12:00,Sumartíminn,is,6706,80
57,13 Block,Somme,fr,40715,189
58,13 Block,Vide,fr,813011,64
59,13 Crowns,Grateful,cz,4129,160
60,13 Crowns,Grateful,lv,4523,26
61,16yrold,No Romance,ca,235239,176
62,187 Strassenbande,10 Dinger,at,25606,63
63,187 Strassenbande,10 Dinger,ch,19991,67
64,187 Strassenbande,10 Dinger,de,1854790,24
65,187 Strassenbande,10 Jahre,de,120957,192
66,187 Strassenbande,100er Batzen,at,68961,41
67,187 Strassenbande,100er Batzen,ch,54550,40
68,187 Strassenbande,100er Batzen,de,4373130,4
69,187 Strassenbande,24/7,at,36853,57
70,187 Strassenbande,24/7,ch,35155,57
71,187 Strassenbande,24/7,de,2651675,17
72,187 Strassenbande,30er Zone,at,38386,54
73,187 Strassenbande,30er Zone,ch,40507,49
74,187 Strassenbande,30er Zone,de,2714462,14
75,187 Strassenbande,Ballermann,at,31966,65
76,187 Strassenbande,Ballermann,ch,29659,66
77,187 Strassenbande,Ballermann,de,2238236,26
78,187 Strassenbande,High Life,at,113215,27
79,187 Strassenbande,High Life,ch,101180,26
80,187 Strassenbande,High Life,de,5907310,3
81,187 Strassenbande,High Life,global,427921,198
82,187 Strassenbande,High Life,lu,1035,26
83,187 Strassenbande,International,at,21937,67
84,187 Strassenbande,International,ch,18936,70
85,187 Strassenbande,International,de,1645307,33
86,187 Strassenbande,Intro,at,28156,59
87,187 Strassenbande,Intro,ch,20285,59
88,187 Strassenbande,Intro,de,2031251,20
89,187 Strassenbande,Lächeln,at,41909,62
90,187 Strassenbande,Lächeln,ch,42885,64
91,187 Strassenbande,Lächeln,de,3166406,25
92,187 Strassenbande,Meine Message,at,32337,61
93,187 Strassenbande,Meine Message,ch,32537,63
94,187 Strassenbande,Meine Message,de,2377844,21
95,187 Strassenbande,Millionär,at,730195,8
96,187 Strassenbande,Millionär,ch,573564,9
97,187 Strassenbande,Millionär,de,23821406,1
98,187 Strassenbande,Millionär,global,3378952,99
99,187 Strassenbande,Millionär,lu,4152,6
100,187 Strassenbande,Mit Absicht,at,20103,73
101,187 Strassenbande,Mit Absicht,ch,13704,77
102,187 Strassenbande,Mit Absicht,de,1434777,38
103,187 Strassenbande,Mit den Jungz,at,448786,35
104,187 Strassenbande,Mit den Jungz,ch,315076,37
105,187 Strassenbande,Mit den Jungz,de,15748257,2
106,187 Strassenbande,Mit den Jungz,global,431433,195
107,187 Strassenbande,Sampler 4 Snippet,de,147333,118
108,187 Strassenbande,Sitzheizung,at,85444,47
109,187 Strassenbande,Sitzheizung,ch,70577,43
110,187 Strassenbande,Sitzheizung,de,5560069,7
111,187 Strassenbande,Was ist passiert?!,at,40331,60
112,187 Strassenbande,Was ist passiert?!,ch,33935,62
113,187 Strassenbande,Was ist passiert?!,de,2598350,22
114,187 Strassenbande,Zeit ist Geld,at,38701,53
115,187 Strassenbande,Zeit ist Geld,ch,36647,51
116,187 Strassenbande,Zeit ist Geld,de,2478704,15
117,1987,Amerika,se,23914,161
118,1Kilo,Deixe Me Ir - Acústico,br,53450382,1
119,1Kilo,Duro Igual Concreto,br,9579919,71
120,1Kilo,Só por Hoje,br,1759995,164
121,1Kilo,Tenta Vir - Acústico,br,9489126,63
122,2 Chainz,4 AM,ca,5418160,51
123,2 Chainz,4 AM,ch,73679,137
124,2 Chainz,4 AM,global,52816005,72
125,2 Chainz,4 AM,nz,18320,178
126,2 Chainz,4 AM,us,64374949,19
127,2 Chainz,Big Amount,ca,56718,187
128,2 Chainz,Big Amount,us,1464782,103
129,2 Chainz,Blue Cheese,us,1557075,124
130,2 Chainz,Good Drank,ca,1062298,112
131,2 Chainz,Good Drank,global,2286889,186
132,2 Chainz,Good Drank,no,11401,156
133,2 Chainz,Good Drank,us,26082351,55
134,2 Chainz,It's A Vibe,au,2659848,119
135,2 Chainz,It's A Vibe,ca,9122637,57
136,2 Chainz,It's A Vibe,ch,15489,180
137,2 Chainz,It's A Vibe,global,90573244,101
138,2 Chainz,It's A Vibe,nz,1698133,65
139,2 Chainz,It's A Vibe,us,92022828,35
140,2 Chainz,OG Kush Diet,ca,159697,134
141,2 Chainz,OG Kush Diet,us,2083806,71
142,2 Chainz,Poor Fool,us,375587,174
143,2 Chainz,Realize,us,965930,134
144,2 Chainz,Riverdale Rd,us,412484,153
145,2 Chainz,Saturday Night,us,431677,132
146,2 Chainz,Trap Check,us,2812496,119
147,21 Savage,7 Min Freestyle,us,990399,115
148,21 Savage,Baby Girl,ca,89443,116
149,21 Savage,Baby Girl,us,1671227,76
150,21 Savage,Bad Business,ca,292520,84
151,21 Savage,Bad Business,global,950096,164
152,21 Savage,Bad Business,us,4312428,59
153,21 Savage,Bank Account,at,558059,61
154,21 Savage,Bank Account,au,9011604,45
155,21 Savage,Bank Account,be,1168816,50
156,21 Savage,Bank Account,br,578820,166
157,21 Savage,Bank Account,ca,18121409,4
158,21 Savage,Bank Account,ch,1501401,30
159,21 Savage,Bank Account,cr,437276,106
160,21 Savage,Bank Account,cz,377067,51
161,21 Savage,Bank Account,de,8215570,74
162,21 Savage,Bank Account,dk,2946905,37
163,21 Savage,Bank Account,do,197685,88
164,21 Savage,Bank Account,ee,60948,26
165,21 Savage,Bank Account,es,620975,174
166,21 Savage,Bank Account,fi,1893925,69
167,21 Savage,Bank Account,fr,4274373,114
168,21 Savage,Bank Account,gb,15954941,37
169,21 Savage,Bank Account,global,301513334,21
170,21 Savage,Bank Account,gr,368956,16
171,21 Savage,Bank Account,hk,388532,54
172,21 Savage,Bank Account,hu,369600,41
173,21 Savage,Bank Account,id,1487643,92
174,21 Savage,Bank Account,ie,1278927,52
175,21 Savage,Bank Account,is,375915,16
176,21 Savage,Bank Account,it,2899097,93
177,21 Savage,Bank Account,jp,521762,63
178,21 Savage,Bank Account,lt,110677,23
179,21 Savage,Bank Account,lv,239897,14
180,21 Savage,Bank Account,my,894955,82
181,21 Savage,Bank Account,nl,4409835,92
182,21 Savage,Bank Account,no,3283964,54
183,21 Savage,Bank Account,nz,2647941,32
184,21 Savage,Bank Account,pa,190417,88
185,21 Savage,Bank Account,ph,2818557,111
186,21 Savage,Bank Account,pl,1616061,52
187,21 Savage,Bank Account,pt,1297459,33
188,21 Savage,Bank Account,py,1021,197
189,21 Savage,Bank Account,se,5278454,52
190,21 Savage,Bank Account,sg,1243988,56
191,21 Savage,Bank Account,sk,68454,41
192,21 Savage,Bank Account,tr,1102323,121
193,21 Savage,Bank Account,tw,347631,75
194,21 Savage,Bank Account,us,179650062,1
195,21 Savage,Close My Eyes,ca,145198,93
196,21 Savage,Close My Eyes,global,508845,167
197,21 Savage,Close My Eyes,us,2282689,58
198,21 Savage,Darth Vader,ca,244767,68
199,21 Savage,Darth Vader,ch,3629,160
200,21 Savage,Darth Vader,global,1688725,139
201,21 Savage,Darth Vader,is,1011,107
202,21 Savage,Darth Vader,us,2064672,56
203,21 Savage,Dead People,us,1193833,107
204,21 Savage,Disrespectful,ca,417559,44
205,21 Savage,Disrespectful,ch,12736,109
206,21 Savage,Disrespectful,global,3574777,88
207,21 Savage,Disrespectful,gr,1120,71
208,21 Savage,Disrespectful,is,2403,71
209,21 Savage,Disrespectful,nl,18486,196
210,21 Savage,Disrespectful,us,4009692,30
211,21 Savage,FaceTime,ca,86200,130
212,21 Savage,FaceTime,us,2369021,73
213,21 Savage,Famous,ca,402852,54
214,21 Savage,Famous,global,2045976,118
215,21 Savage,Famous,us,3679345,43
216,21 Savage,Ghostface Killers,at,73856,58
217,21 Savage,Ghostface Killers,au,1324091,62
218,21 Savage,Ghostface Killers,be,131779,76
219,21 Savage,Ghostface Killers,ca,4950593,3
220,21 Savage,Ghostface Killers,ch,379048,22
221,21 Savage,Ghostface Killers,cz,21467,74
222,21 Savage,Ghostface Killers,de,1201725,68
223,21 Savage,Ghostface Killers,dk,990874,24
224,21 Savage,Ghostface Killers,fi,335348,54
225,21 Savage,Ghostface Killers,fr,158900,136
226,21 Savage,Ghostface Killers,gb,1431542,55
227,21 Savage,Ghostface Killers,global,63509177,19
228,21 Savage,Ghostface Killers,gr,90877,12
229,21 Savage,Ghostface Killers,hk,6822,165
230,21 Savage,Ghostface Killers,hu,50095,51
231,21 Savage,Ghostface Killers,ie,109870,80
232,21 Savage,Ghostface Killers,is,92101,12
233,21 Savage,Ghostface Killers,it,191455,101
234,21 Savage,Ghostface Killers,jp,30764,142
235,21 Savage,Ghostface Killers,lv,6463,34
236,21 Savage,Ghostface Killers,my,17229,175
237,21 Savage,Ghostface Killers,nl,479986,68
238,21 Savage,Ghostface Killers,no,628652,45
239,21 Savage,Ghostface Killers,nz,233313,55
240,21 Savage,Ghostface Killers,pl,67565,98
241,21 Savage,Ghostface Killers,pt,115890,64
242,21 Savage,Ghostface Killers,se,447271,60
243,21 Savage,Ghostface Killers,sg,37543,134
244,21 Savage,Ghostface Killers,sk,4457,49
245,21 Savage,Ghostface Killers,tr,7056,196
246,21 Savage,Ghostface Killers,tw,2858,193
247,21 Savage,Ghostface Killers,us,39748732,2
248,21 Savage,Mad Stalkers,ca,450616,41
249,21 Savage,Mad Stalkers,ch,12563,111
250,21 Savage,Mad Stalkers,global,2914363,95
251,21 Savage,Mad Stalkers,is,2490,69
252,21 Savage,Mad Stalkers,nl,18296,199
253,21 Savage,Mad Stalkers,us,4197020,34
254,21 Savage,Money Convo,us,996283,114
255,21 Savage,My Choppa Hate Niggas,ca,1030635,35
256,21 Savage,My Choppa Hate Niggas,ch,18705,89
257,21 Savage,My Choppa Hate Niggas,dk,17060,175
258,21 Savage,My Choppa Hate Niggas,gb,39066,186
259,21 Savage,My Choppa Hate Niggas,global,6343859,76
260,21 Savage,My Choppa Hate Niggas,is,2774,59
261,21 Savage,My Choppa Hate Niggas,nl,40276,168
262,21 Savage,My Choppa Hate Niggas,us,9634023,26
263,21 Savage,No Heart,ca,2748284,60
264,21 Savage,No Heart,global,45482799,88
265,21 Savage,No Heart,is,52266,34
266,21 Savage,No Heart,nz,30852,179
267,21 Savage,No Heart,us,73416475,19
268,21 Savage,Nothin New,ca,21539,170
269,21 Savage,Nothin New,us,1246018,96
270,21 Savage,Numb,ca,1029624,89
271,21 Savage,Numb,global,9262349,108
272,21 Savage,Numb,us,22979748,40
273,21 Savage,Rap Saved Me,at,2388,200
274,21 Savage,Rap Saved Me,au,45084,157
275,21 Savage,Rap Saved Me,be,3443,196
276,21 Savage,Rap Saved Me,ca,1432281,23
277,21 Savage,Rap Saved Me,ch,38447,52
278,21 Savage,Rap Saved Me,dk,44301,107
279,21 Savage,Rap Saved Me,fi,6219,188
280,21 Savage,Rap Saved Me,gb,202810,111
281,21 Savage,Rap Saved Me,global,8864110,51
282,21 Savage,Rap Saved Me,gr,3895,50
283,21 Savage,Rap Saved Me,hu,1042,195
284,21 Savage,Rap Saved Me,is,6731,40
285,21 Savage,Rap Saved Me,nl,67078,139
286,21 Savage,Rap Saved Me,no,37118,117
287,21 Savage,Rap Saved Me,nz,11731,141
288,21 Savage,Rap Saved Me,us,11371035,13
289,21 Savage,Run Up the Racks,ca,323973,56
290,21 Savage,Run Up the Racks,ch,7677,136
291,21 Savage,Run Up the Racks,global,1941150,121
292,21 Savage,Run Up the Racks,is,1179,82
293,21 Savage,Run Up the Racks,us,2543477,45
294,21 Savage,Special,us,732524,144
295,21 Savage,Still Serving,ca,271525,65
296,21 Savage,Still Serving,ch,6850,159
297,21 Savage,Still Serving,global,1709650,139
298,21 Savage,Still Serving,us,2327645,54
299,21 Savage,Thug Life,ca,46337,131
300,21 Savage,Thug Life,us,1646087,78
301,21 Savage,Whole Lot,us,1168201,117
302,21 Savage,X (feat. Future),ca,10319018,38
303,21 Savage,X (feat. Future),ch,17047,172
304,21 Savage,X (feat. Future),global,63397687,72
305,21 Savage,X (feat. Future),is,10417,59
306,21 Savage,X (feat. Future),us,106965611,14
307,22 Savage,The Race,ca,545691,83
308,22 Savage,The Race,global,5889120,170
309,22 Savage,The Race,us,5691910,50
310,24Heavy,Sacrifices,cz,1635,149
311,24Heavy,Sacrifices,lv,5890,21
312,257ers,Holland,de,2950938,103
313,257ers,Holz,at,162195,50
314,257ers,Holz,de,2777982,44
315,257ers,Holz - Weihnachtslied,at,25521,93
316,257ers,Holz - Weihnachtslied,ch,17322,101
317,257ers,Holz - Weihnachtslied,de,431271,84
318,2NE1,Goodbye,id,16407,133
319,2NE1,Goodbye,my,44046,83
320,2NE1,Goodbye,sg,43068,122
321,2NE1,Goodbye,tw,15323,89
322,2Pac,Ambitionz Az A Ridah,us,438159,133
323,2Pac,California Love - Original Version,gb,72130,84
324,2Pac,California Love - Original Version,ie,5968,68
325,2Pac,California Love - Original Version,us,182732,170
326,2Pac,Changes,au,17057,158
327,3 Doors Down,Kryptonite,be,6518,176
328,30Y,Bogozd Ki,hu,28905,102
329,3robi,Anders (feat. Sevn & Josylvio),be,4740,159
330,3robi,Anders (feat. Sevn & Josylvio),nl,397460,20
331,3robi,Barz,nl,1894568,51
332,3robi,Ben Actief,nl,121273,53
333,3robi,Casablanca / Marrakech (feat. Bartofso),nl,344486,41
334,3robi,Darbas (feat. LouiVos & Mula B),be,4461,177
335,3robi,Darbas (feat. LouiVos & Mula B),nl,875332,28
336,3robi,Darbas (feat. Mula B & LouiVos),nl,415561,34
337,3robi,Dikke Stack,nl,111295,91
338,3robi,Fina Jou3 (feat. Chillouh & Iliass),nl,89164,62
339,3robi,Gekke Leven (feat. Lijpe),be,4765,157
340,3robi,Gekke Leven (feat. Lijpe),nl,260910,37
341,3robi,Jonge Jongen Naar De Top,be,4070,200
342,3robi,Jonge Jongen Naar De Top,nl,310055,30
343,3robi,Owjee,be,4532,172
344,3robi,Owjee,nl,270497,39
345,3robi,Psychisch,nl,142634,56
346,3robi,Tot De Dak,nl,73420,90
347,3robi,Underground Liedjes,nl,52589,99
348,3robi,Wled Khab,nl,204237,56
349,3robi,Zlatan Ibrahimovic,nl,178029,48
350,4 Non Blondes,What's Up?,au,14755,198
351,4 Non Blondes,What's Up?,gb,42355,173
352,4 Non Blondes,What's Up?,ie,3406,167
353,4 Non Blondes,What's Up?,py,1336,100
354,4Keus Gang,O'KCLH,fr,3699534,77
355,5 After Midnight,Up In Here,gb,2984962,81
356,5 After Midnight,Up In Here,ie,187283,96
357,50 Cent,Ayo Technology,gb,32990,196
358,50 Cent,Candy Shop,fr,29255,147
359,50 Cent,Candy Shop,gb,67438,92
360,50 Cent,Candy Shop,ie,5165,117
361,50 Cent,In Da Club,au,75308,116
362,50 Cent,In Da Club,be,16040,70
363,50 Cent,In Da Club,ca,22605,200
364,50 Cent,In Da Club,cz,3155,75
365,50 Cent,In Da Club,de,68550,182
366,50 Cent,In Da Club,dk,48628,53
367,50 Cent,In Da Club,fi,18513,96
368,50 Cent,In Da Club,gb,306343,79
369,50 Cent,In Da Club,gr,1137,89
370,50 Cent,In Da Club,hu,6578,32
371,50 Cent,In Da Club,ie,23874,74
372,50 Cent,In Da Club,lt,1144,63
373,50 Cent,In Da Club,lv,1142,60
374,50 Cent,In Da Club,nz,7541,168
375,50 Cent,In Da Club,sk,1220,79
376,50 Cent,P.I.M.P.,gb,104393,134
377,50 Cent,P.I.M.P.,ie,7894,139
378,53A,Tomorrow's Here Today,sg,7124,80
379,5MIINUST,Erootika Pood,ee,4115,50
380,5NAPBACK,Rain On Me feat. Mahan Moin,be,114472,112
381,6150,Cut4marco,no,22805,127
382,6LACK,Ex Calling,ca,3195481,115
383,6LACK,Ex Calling,global,1707309,179
384,6LACK,Ex Calling,us,39272019,58
385,6LACK,PRBLMS,ca,2680644,138
386,6LACK,PRBLMS,us,72549867,93
387,6LACK,That Far,us,253347,110
388,6cyclemind,Prinsesa,ph,9302224,81
389,6ix9ine,GUMMO,ca,1832316,74
390,6ix9ine,GUMMO,ch,3185,194
391,6ix9ine,GUMMO,global,19036916,149
392,6ix9ine,GUMMO,us,20798121,50
393,6ix9ine,KOODA,ca,789833,105
394,6ix9ine,KOODA,us,8175074,77
395,77 Bombay Street,Empire,ch,28150,138
396,80KIDZ,Reversed Note,jp,14968,127
397,88GLAM,12,ca,43798,172
398,88GLAM,Bali (feat. Nav),ca,2255799,46
399,9 Miller,Filho da Guida,pt,550516,58
400,98º,Because of You (Acoustic),tw,8007,140
401,98º,I Do (Cherish You),ph,157320,173
402,98º,What Christmas Means To Me,au,79471,144
403,98º,What Christmas Means To Me,be,7613,163
404,98º,What Christmas Means To Me,gb,832515,82
405,98º,What Christmas Means To Me,gr,1023,140
406,98º,What Christmas Means To Me,hk,11262,64
407,98º,What Christmas Means To Me,hu,16274,98
408,98º,What Christmas Means To Me,ie,75869,86
409,98º,What Christmas Means To Me,lv,1003,151
410,98º,What Christmas Means To Me,nz,11753,144
411,98º,What Christmas Means To Me,pl,36220,133
412,98º,What Christmas Means To Me,tw,7065,154
413,A Boogie Wit da Hoodie,Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),ca,1819848,108
414,A Boogie Wit da Hoodie,Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),us,6725402,97
415,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),ca,11794021,51
416,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),global,168405626,83
417,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),nz,4942,200
418,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),us,142644816,18
419,A Boogie Wit da Hoodie,My Shit,us,16209145,136
420,A Boogie Wit da Hoodie,No Comparison,us,592045,159
421,A Boogie Wit da Hoodie,No Promises,us,179463,190
422,A Boogie Wit da Hoodie,Say A',ca,405714,114
423,A Boogie Wit da Hoodie,Say A',global,1029527,165
424,A Boogie Wit da Hoodie,Say A',us,14029320,51
425,A Boogie Wit da Hoodie,Timeless (DJ SPINKING),us,14431255,120
426,A Boogie Wit da Hoodie,Undefeated (feat. 21 Savage),ca,690223,136
427,A Boogie Wit da Hoodie,Undefeated (feat. 21 Savage),us,12695431,76
428,A Boogie Wit da Hoodie,Unhappy,us,198392,193
429,A Great Big World,Hold Each Other,fi,7054,157
430,A Great Big World,Life Is Good,tw,2842,187
431,A Great Big World,Say Something,be,29433,160
432,A Great Big World,Say Something,cr,238575,151
433,A Great Big World,Say Something,cz,5524,131
434,A Great Big World,Say Something,dk,62842,163
435,A Great Big World,Say Something,ec,3119,168
436,A Great Big World,Say Something,it,90584,161
437,A Great Big World,Say Something,no,53872,134
438,A R I Z O N A,Cross My Mind Pt. 2 (feat. Kiiara),at,2196,156
439,A R I Z O N A,Cross My Mind Pt. 2 (feat. Kiiara),ch,3733,132
440,A R I Z O N A,Cross My Mind Pt. 2 (feat. Kiiara),cz,1519,152
441,A R I Z O N A,Cross My Mind Pt. 2 (feat. Kiiara),hu,1274,128
442,A R I Z O N A,Cross My Mind Pt. 2 (feat. Kiiara),pl,5505,155
443,A R I Z O N A,Cross My Mind Pt. 2 (feat. Kiiara),se,26729,107
444,A R I Z O N A,Cross My Mind Pt. 2 (feat. Kiiara),us,176869,178
445,A R I Z O N A,Electric Touch,at,2313,142
446,A R I Z O N A,Electric Touch,hu,1035,153
447,A R I Z O N A,Electric Touch,pl,4490,183
448,A R I Z O N A,Electric Touch,tw,2634,191
449,A R I Z O N A,I Was Wrong - Acoustic,se,18793,190
450,A R I Z O N A,I Was Wrong - Robin Schulz Remix,at,442335,67
451,A R I Z O N A,I Was Wrong - Robin Schulz Remix,ch,234086,141
452,A R I Z O N A,I Was Wrong - Robin Schulz Remix,cz,4516,154
453,A R I Z O N A,I Was Wrong - Robin Schulz Remix,de,3705979,79
454,A R I Z O N A,I Was Wrong - Robin Schulz Remix,dk,15025,179
455,A R I Z O N A,I Was Wrong - Robin Schulz Remix,se,67032,176
456,A R I Z O N A,Oceans Away,at,409370,63
457,A R I Z O N A,Oceans Away,au,516251,125
458,A R I Z O N A,Oceans Away,be,637274,59
459,A R I Z O N A,Oceans Away,ca,1482639,114
460,A R I Z O N A,Oceans Away,ch,941697,43
461,A R I Z O N A,Oceans Away,cz,376129,40
462,A R I Z O N A,Oceans Away,de,3093177,87
463,A R I Z O N A,Oceans Away,dk,7764,175
464,A R I Z O N A,Oceans Away,ee,7452,38
465,A R I Z O N A,Oceans Away,es,228331,128
466,A R I Z O N A,Oceans Away,fr,4665260,39
467,A R I Z O N A,Oceans Away,gb,37425,195
468,A R I Z O N A,Oceans Away,global,44659689,97
469,A R I Z O N A,Oceans Away,gr,44605,48
470,A R I Z O N A,Oceans Away,hk,236743,74
471,A R I Z O N A,Oceans Away,hu,186482,51
472,A R I Z O N A,Oceans Away,id,498614,94
473,A R I Z O N A,Oceans Away,ie,232755,93
474,A R I Z O N A,Oceans Away,it,373532,143
475,A R I Z O N A,Oceans Away,jp,22447,87
476,A R I Z O N A,Oceans Away,lt,76443,29
477,A R I Z O N A,Oceans Away,lv,68735,32
478,A R I Z O N A,Oceans Away,mx,113470,172
479,A R I Z O N A,Oceans Away,my,342457,86
480,A R I Z O N A,Oceans Away,nl,4685712,73
481,A R I Z O N A,Oceans Away,no,1664021,90
482,A R I Z O N A,Oceans Away,nz,8039,184
483,A R I Z O N A,Oceans Away,ph,1517209,100
484,A R I Z O N A,Oceans Away,pl,861934,54
485,A R I Z O N A,Oceans Away,pt,120773,119
486,A R I Z O N A,Oceans Away,se,3378190,65
487,A R I Z O N A,Oceans Away,sg,979468,56
488,A R I Z O N A,Oceans Away,sk,47855,32
489,A R I Z O N A,Oceans Away,tr,120353,119
490,A R I Z O N A,Oceans Away,tw,407267,91
491,A R I Z O N A,Oceans Away,us,16282594,90
492,A R I Z O N A,Oceans Away - Sam Feldt Remix,at,135000,105
493,A R I Z O N A,Oceans Away - Sam Feldt Remix,de,704681,110
494,A R I Z O N A,Oceans Away - Sam Feldt Remix,dk,67194,87
495,A R I Z O N A,Oceans Away - Sam Feldt Remix,it,12965,122
496,A R I Z O N A,Oceans Away - Sam Feldt Remix,no,136933,65
497,A R I Z O N A,Oceans Away - Sam Feldt Remix,se,207734,64
498,A Si,世界上的另一個我,tw,30625,82
499,A Tribe Called Quest,Can I Kick It?,cz,1102,174
500,A$AP Ferg,Nasty (Who Dat),ca,242041,115
501,A$AP Ferg,Nasty (Who Dat),us,353540,172
502,A$AP Ferg,Plain Jane,at,95094,96
503,A$AP Ferg,Plain Jane,au,3711265,51
504,A$AP Ferg,Plain Jane,be,250633,66
505,A$AP Ferg,Plain Jane,ca,8273492,9
506,A$AP Ferg,Plain Jane,ch,509431,43
507,A$AP Ferg,Plain Jane,cz,70608,67
508,A$AP Ferg,Plain Jane,de,1521309,106
509,A$AP Ferg,Plain Jane,dk,1156519,52
510,A$AP Ferg,Plain Jane,ee,2316,38
511,A$AP Ferg,Plain Jane,fi,484426,92
512,A$AP Ferg,Plain Jane,gb,1144456,135
513,A$AP Ferg,Plain Jane,global,114468545,33
514,A$AP Ferg,Plain Jane,gr,150235,14
515,A$AP Ferg,Plain Jane,hk,77795,89
516,A$AP Ferg,Plain Jane,hu,104314,49
517,A$AP Ferg,Plain Jane,id,8386,199
518,A$AP Ferg,Plain Jane,ie,119919,109
519,A$AP Ferg,Plain Jane,is,61295,52
520,A$AP Ferg,Plain Jane,jp,90414,126
521,A$AP Ferg,Plain Jane,lt,1115,43
522,A$AP Ferg,Plain Jane,lv,40327,31
523,A$AP Ferg,Plain Jane,my,147467,118
524,A$AP Ferg,Plain Jane,nl,384171,150
525,A$AP Ferg,Plain Jane,no,924843,89
526,A$AP Ferg,Plain Jane,nz,1044869,51
527,A$AP Ferg,Plain Jane,pa,5126,149
528,A$AP Ferg,Plain Jane,ph,210379,176
529,A$AP Ferg,Plain Jane,pl,150377,111
530,A$AP Ferg,Plain Jane,pt,116921,69
531,A$AP Ferg,Plain Jane,se,1138899,71
532,A$AP Ferg,Plain Jane,sg,276723,77
533,A$AP Ferg,Plain Jane,sk,19208,50
534,A$AP Ferg,Plain Jane,tr,204259,138
535,A$AP Ferg,Plain Jane,tw,61763,141
536,A$AP Ferg,Plain Jane,us,78927429,6
537,A$AP Ferg,Plain Jane REMIX,ca,558734,75
538,A$AP Ferg,Plain Jane REMIX,global,1949784,190
539,A$AP Ferg,Plain Jane REMIX,gr,7242,76
540,A$AP Ferg,Plain Jane REMIX,us,6479383,73
541,A$AP Ferg,Trap And A Dream,us,180202,170
542,A$AP Ferg,What Do You Do,ca,55177,157
543,A$AP Ferg,Work REMIX,us,1324277,182
